TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2017-02-24,APCOA - OFF STREET,10085110,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,4.2
2017-02-27,SNAPFISH UK,10085110,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,20.92
2017-02-13,YORK COLLEGE,10085510,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,43
2017-02-02,DANUBIUS HEALTH SPA HE,10085411,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,453.79
2017-02-02,DANUBIUS HEALTH SPA HE,10085411,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,270.15
2017-02-07,ROYAL MAIL GROUP,10085543,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,114
2017-02-10,SHL GROUP LTD,10085520,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,236.4
2017-02-02,OYSTER AUTOTOPUP,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-02-02,WWW.BEUTH.DE,10085530,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,108.5
2017-02-24,APCOA PARKING (UK) LTD,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9
2017-02-13,LOVE2SHOP.CO.UK,10085820,EXP - MISCELLANEOUS EXPENDITURE,154.7
2017-02-14,CIVIL SERVICE,10085820,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,45
2017-02-03,DUNCAIRN WINES LIMITED,10085820,EXP - MISCELLANEOUS EXPENDITURE,335
2017-02-08,EASYJET,10085820,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,67.15
2017-02-08,WWW.WALLHILLFARMGUESTH,10085820,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,136
2017-02-08,WWW.WALLHILLFARMGUESTH,10085820,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,68
2017-02-23,WWWDAIRYCOUNCILCOUK,10085820,EXP - MISCELLANEOUS EXPENDITURE,25
2017-02-23,WWWDAIRYCOUNCILCOUK,10085820,EXP - MISCELLANEOUS EXPENDITURE,25
2017-02-08,SCANDIC HOTELS,10085340,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,118.61
2017-02-08,TSGN,10085340,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,9.8
2017-02-28,VENUE WEST CONFRENCE,10085412,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,690.92
2017-02-08,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-02-08,EVENIUM,10085452,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,815.83
2017-02-09,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-02-15,CUSTOMER THERMOMETER,10085452,EXP - MISCELLANEOUS EXPENDITURE,36.64
2017-02-17,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-02-19,OYSTER AUTOTOPUP,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-02-22,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-02-24,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-02-14,SCHIEVELAVABO,10085424,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,22.75
2017-02-15,CONSEIL DE LEUROPE,10085424,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,8.75
2017-02-08,EB  HOW TO INFORMATION,10085250,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,31.91
2017-02-14,3119 ARAMARK CAFE,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,3.6
2017-02-14,ITSU 018 HIGH HOLBORN,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,16.72
2017-02-14,MARKS&SPENCER PLC,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,17.45
2017-02-14,RINGGO PARKING 14,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,10.36
2017-02-15,THE FARMERS CLUB,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,145
2017-02-15,UPPER CRUST,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,7.04
2017-02-22,BLUE LINE TAXIS,10085721,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,267.8
2017-02-24,SLH - VIVRE,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,48.38
2017-02-25,PAPPADEAUX SFD 69,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,127.81
2017-02-25,WAGAMAMA T5 HEATHROW,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,43
2017-02-26,BRASSERI DU PARC,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,164.78
2017-02-26,HILTON 1600 BAR AND GR,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,79.1
