TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2017-01-06,WWW.PMGLTD.CO.UK,10085330,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,594
2017-01-26,AMAZON UK MARKETPLACE,10085330,EXP - MISCELLANEOUS EXPENDITURE,13.98
2017-01-30,TIONOL TEO/CONFERENCE,10085330,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,431.94
2017-01-11,APCOA - NWR LEEDS,10085510,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,19
2017-01-19,APCOA - OFF STREET,10085347,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,5.1
2017-01-25,FIRST/KEOLIS TRANS,10085347,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,7.4
2017-01-27,MIDDLESBROUGH STATION,10085347,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,4.6
2017-01-31,EDINBURGH TRAMS LIMITE,10085347,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,5.5
2017-01-31,TRADING STANDARDS INST,10085347,EXP - PURCHASE OF GOODS/SERVICES - OTHER,145.2
2017-01-06,CHARTERED INSTITUTE OF,10085550,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,60
2017-01-27,CHARTERED INSTITUTE OF,10085550,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,120
2017-01-30,CHARTERED INSTITUTE OF,10085550,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,60
2017-01-10,WAGAMAMA CARDIFF LIBRA,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,19.15
2017-01-11,M&S SIMPLY FOOD - SSP,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,4.8
2017-01-11,SOHO COFFEE SHOP AS,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,10.55
2017-01-12,BP ESPLANADE CONNECT,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,4.55
2017-01-12,PIZZA HUT 994,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,13
2017-01-14,WWW.PUBLICPOLICYEXCHAN,10085820,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,414
2017-01-18,ITSU 020 GRT QUEEN ST,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,10.48
2017-01-18,JOES COFFEE HOUSE 1991,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,5.95
2017-01-19,BOOTS 1521,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,4.59
2017-01-19,EAT,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,8.38
2017-01-31,BOOTS 2085,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,3.39
2017-01-31,BURGER KING,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,6.99
2017-01-24,LA SALLE,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,40.8
2017-01-12,THE FARMERS CLUB,10085110,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,104
2017-01-18,APCOA - OFF STREET,10085110,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,4.2
2017-01-20,OYSTER AUTOTOPUP,10085110,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-23,APCOA - OFF STREET,10085110,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,4.2
2017-01-31,APCOA - OFF STREET,10085110,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,4.2
2017-01-31,THE COOKERY SCHOOL JSS,10085110,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,230
2017-01-06,INFERO TRAINING LTD,10085510,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,789.6
2017-01-26,WWW.ARGOS.CO.UK,10085543,EXP - MISCELLANEOUS EXPENDITURE,88.94
2017-01-11,SHL GROUP LTD,10085520,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,360
2017-01-12,LEEDS BECKETT UNIVERSI,10085520,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,2032.8
2017-01-13,OYSTER AUTOTOPUP,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-16,CORNWALL COLLEGE S,10085520,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,-550
2017-01-16,CORNWALL COLLEGE S,10085520,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,-550
2017-01-25,SHL GROUP LTD,10085520,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,240
2017-01-25,SHL GROUP LTD,10085520,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,240
2017-01-25,SHL GROUP LTD,10085520,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,480
2017-01-27,OYSTER RENEW WEB,10085520,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-27,OYSTER RENEW WEB,10085520,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-17,APCOA PARKING (UK) LTD,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9
2017-01-18,APCOA PARKING (UK) LTD,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9
2017-01-18,OYSTER AUTOTOPUP,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-20,OYSTER AUTOTOPUP,10085530,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-20,WWW.VETSSOUTH.COM,10085530,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,60
2017-01-10,OYSTER RENEW WEB,10085820,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,50
2017-01-17,3D STORAGE SYSTEMS UK,10085820,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,200.28
2017-01-24,CIEH,10085820,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,175
2017-01-30,CIEH,10085820,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,175
2017-01-30,CIEH,10085820,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,175
2017-01-31,WALES REGION,10085820,EXP - MISCELLANEOUS EXPENDITURE,200
2017-01-10,BELFAST CROWN.,10085820,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,70
2017-01-19,DUNCAIRN WINES LIMITED,10085820,EXP - MISCELLANEOUS EXPENDITURE,135
2017-01-20,BELFAST CROWN.,10085820,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,50
2017-01-24,TESCO STORES 3486,10085820,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,16.3
2017-01-26,ARCO LTD,10085820,EXP - PURCHASE OF GOODS/SERVICES - PROTECTIVE CLOTHING,81.73
2017-01-10,FISH SHACK CAFE,10085340,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,19.3
2017-01-10,PRET A MANGER,10085340,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,6.65
2017-01-11,ADDISON LEE,10085340,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,34.65
2017-01-11,BURGER KING 1,10085340,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,6.51
2017-01-11,MICROSOFT    STORE,10085340,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,99.99
2017-01-16,MICROSOFT    STORE,10085340,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,99.99
2017-01-25,DICTATING MACHINE,10085340,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,157.06
2017-01-05,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,12.7
