TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2018-01-03,TIMES NEWSPAPERS LTD,10085250,Subscriptions to pro bodies,26
2018-01-08,STK SHUTTERSTOCK.COM,10085250,Computer Consumables,139
2018-01-10,WEST END DJ LTD,10085250,Incidental expenses,298
2018-01-13,PIKTOCHART,10085250,Computer Hardware/Software,22.04
2018-01-16,THE SOCIAL RESEARCH AS,10085250,Subscriptions to pro bodies,84
2018-01-16,ENTERPRISE RENT-A-CAR,10085250,Car hire expenses (short term),192.48
2018-01-17,SAINSBURYS 2019,10085250,Incidental expenses,92.1
2018-01-25,WWW.UBIQUS.CO.UK,10085250,Conference & meeting facilities,773.76
2018-01-31,ENVATOMARKET39535172,10085250,Computer Hardware/Software,27.12
2018-01-09,POST OFFICE COUNTER,10085150,Postal Charges,16.85
2018-01-15,POST OFFICE COUNTER,10085150,Postal Charges,7.8
2018-01-17,MCDONALDS,10085150,Subsis day time meal allowance,4.99
2018-01-16,PAYPAL  SEIRETTOLTD,10085545,Project Programme Expenditure,213.6
2018-01-20,CLOUDFLARE,10085545,Project Programme Expenditure,148.56
2018-01-20,FASTHOSTS INTERNET,10085545,Project Programme Expenditure,23.98
2018-01-02,POST OFFICE COUNTER,10085150,Postal Charges,1.75
2018-01-16,POST OFFICE COUNTER,10085150,Postal Charges,3.5
2018-01-19,POST OFFICE COUNTER,10085150,Postal Charges,6.48
2018-01-30,POST OFFICE COUNTER,10085150,Postal Charges,1.75
2018-01-11,TESCO STORE 2877,10085150,Stationery,58.5
2018-01-21,SUK RETAIL LTD,10085150,Printing & binding,81.96
2018-01-30,POST OFFICE COUNTER,10085150,Postal Charges,6.45
2018-01-03,POST OFFICE COUNTER,10085150,Postal Charges,6.45
2018-01-11,LADY ANNE MIDDELTONS H,10085150,Travel UK Other Travel,10
2018-01-15,POST OFFICE COUNTER,10085150,Postal Charges,3.9
2018-01-18,POST OFFICE COUNTER,10085150,Postal Charges,3.9
2018-01-23,AROMA ASIAN,10085150,Subsistence 24 hour subsistence,25
2018-01-10,THON HOTEL EU,10085410,EC Actual Bed & Breakfast Costs,81.63
2018-01-16,MOMENTUM SERVICES LIMI,10085410,Travel Other,27.1
2018-01-15,CHICKEN SHOP HOLBORN,10085820,Subsistence 24 hour subsistence,50
2018-01-15,LUL TICKET MACHINE,10085820,Travel UK Taxi/Bus/Tube,50
2018-01-16,PRET A MANGER,10085820,Subsistence 24 hour subsistence,8.93
2018-01-02,TRANSLINK WEB PAYMENTS,10085820,Rail Travel,22.5
2018-01-08,PRET A MANGER,10085370,Hospitality,20.97
2018-01-08,SAINSBURYS SACAT 2019,10085370,Hospitality,9.15
2018-01-31,AMAZON EU,10085370,Incidental expenses,75
2018-01-09,CUSTOMER THERMOMETER,10085510,Incidental expenses,19.89
2018-01-10,ACCA,10085510,Subscriptions to pro bodies,97
2018-01-10,ACCA,10085510,Staff training: Corp Strategy,132
2018-01-10,WWW.CIMAGLOBAL.COM,10085510,Subscriptions to pro bodies,278
2018-01-11,OYSTER AUTOTOPUP,10085510,Travel UK Taxi/Bus/Tube,20
2018-01-16,WWW.CIMAGLOBAL.COM,10085510,Subscriptions to pro bodies,278
2018-01-17,OYSTER AUTOTOPUP,10085510,Travel UK Taxi/Bus/Tube,20
2018-01-19,LIVEGROUP.CO.UK,10085510,Staff training: Corp Strategy,426
2018-01-23,WWW.CIMAGLOBAL.COM,10085510,Subscriptions to pro bodies,110
2018-01-24,ACCA,10085510,Subscriptions to pro bodies,236
2018-01-25,INST OF PAYROLL & PENS,10085510,Subscriptions to pro bodies,135
2018-01-30,CUSTOMER THERMOMETER,10085510,Incidental expenses,32.46
2018-01-30,MIDLAND SOFTWARE LTD -,10085510,Staff training: Region & HQ Admin,282
2018-01-01,GOOGLE  SVCSAPPS_FSA-E,10085541,IT Software Licences,62.7
2018-01-16,AMAZON PRIME,10085541,Computer Consumables,79
2018-01-26,MSFT  <E040053RLG>,10085541,IT Software Licences,346.84
2018-01-27,WWW.BOOKINGBUG.COM,10085541,IT Software Licences,59.94
2018-01-15,WOODLAWN,10085820,Subsis day time meal allowance,5.1
2018-01-05,SURVEYMONKEY,10085721,Project Programme Expenditure,24
2018-01-09,SAINSBURYS SACAT 2019,10085721,Subsis day time meal allowance,3.95
2018-01-09,UPPER CRUST,10085721,Subsis day time meal allowance,2.99
2018-01-15,APPLE STORE R334,10085721,Computer Consumables,45
2018-01-16,MCDONALDS,10085721,Subsis day time meal allowance,5.09
2018-01-18,GWR SWINDON FH,10085721,Subsis day time meal allowance,2.3
2018-01-20,ASDA SUPERSTORE,10085721,Other Accommodation Costs,32
2018-01-26,JOHN LEWIS,10085721,Other Accommodation Costs,400
2018-01-12,OYSTER AUTOTOPUP,10085346,Travel UK Taxi/Bus/Tube,20
2018-01-03,WWW.HABITAT.CO.UK,10085332,Furniture fittings & misc supply,120
2018-01-24,COSTCO.CO.UK,10085332,Furniture fittings & misc supply,64.99
