TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2016-07-28,OYSTER AUTOTOPUP,10085350,Other Travel,20
2016-07-28,OYSTER AUTOTOPUP,10085520,Other Travel,20
2016-07-28,EISTEDDFOD CYMRU,10085721,PROGRAMME EXPENDITURE,192
2016-07-28,SAFESTORE LIMITED,10085721,OTHER FACILITIES COSTS,460.86
2016-07-28,ROYAL MAIL GROUP,10085370,POSTAGE,395.64
2016-07-28,POST OFFICE COUNTER,10085150,POSTAGE,2.81
2016-07-28,AMAZON EU,10085460,Training & Development,41.03
2016-07-28,AMAZON UK RETAIL AMAZO,10085460,Training & Development,11.58
2016-07-27,POST OFFICE COUNTER,10085150,POSTAGE,5.21
2016-07-28,AMAZON UK MARKETPLACE,10085721,Stationery,9.48
2016-07-27,DETECTAMET LTD,10085350,MEAT INSPECTION EQUIPMENT / CONSUMABLES,242.4
2016-07-27,STONEACRE DONCASTER,10085350,VEHICLE HIRE,701.63
2016-07-27,WWW.INTELLIGENTCORPORA,10085350,Eyesight Test,125
2016-07-27,COMPANIES HOUSE,10085580,Miscellaneous,3
2016-07-27,KALAMAZOO SECURE LTD,10085543,SECURITY,1137.1
2016-07-27,WWW.CAERPHILLY.GOV,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER,377.4
2016-07-27,OYSTER AUTOTOPUP,10085330,Other Travel,20
2016-07-27,WWW.CIPS.ORG,10085530,Membership of Organisations,178.5
2016-07-27,COTE YORK,10085350,Hospitality,499.67
2016-07-27,WWW.POSTURITE.CO.UK,10085110,ICT COSTS,65.94
2016-07-26,DISCLOSURE SCOT,10085580,Recruitment,25
2016-07-26,J J'S,10085721,EXP - PURCHASE OF GOODS/SERVICES - CATERING & HOSPITALITY,96
2016-07-26,J J'S,10085721,EXP - PURCHASE OF GOODS/SERVICES - CATERING & HOSPITALITY,75.6
2016-07-26,WAITROSE 501,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER,4.19
2016-07-26,BIBBY SCIENTIFIC LTD,10085820,Programme Expenditure,174
2016-07-26,APCOA - NWR LEEDS,10085510,Other Travel,19
2016-07-26,J J'S,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER,18
2016-07-26,J J'S,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,23.82
2016-07-26,APCOA PARKING (UK) LTD,10085452,Other Travel,9.2
2016-07-25,TLT LLP,10085820,Legal Expenditure,500
2016-07-25,EAT,10085820,Subsistence,11.8
2016-07-22,MR J OLDROYD CAFE LUCA,10085370,Hospitality,72
2016-07-23,OYSTER AUTOTOPUP,10085452,Other Travel,20
2016-07-22,WWW.EUREKADIRECT.CO.UK,10085820,Welfare Services,108.54
2016-07-22,GITHUB.COM  4PTRJ,10085250,COMPUTER SOFTWARE ,232.46
2016-07-22,THE POST OFFICE,10085150,POSTAGE,7.68
2016-07-23,OYSTER AUTOTOPUP,10085510,Other Travel,20
