TransactionDate,MerchantName,TransactionAmount,ReferenceNumber
2020-11-03,AWS EMEA,856.59,7365964158
2020-11-05,WWW.ASPLI.COM,1863.60,7384618446
2020-11-10,CAPITA BUSINESS SERVS,2021.76,7382154348
2020-11-18,B A C B,594.00,9277217319
2020-11-19,WWW.INPD.CO.UK,1122.00,9280197899
2020-11-19,WWW.QA.COM,648.00,9280197901
2020-11-23,TAMESIDE METROPOLITAN,603.00,9288386407
2020-11-24,OFF LIMITS GROUP,1500.00,9290842995
2020-11-24,FULPRINT LTD,2043.66,9290842993
