TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2016-06-08,OYSTER BUS AUTOSET,10085370,Other Travel,20
2016-06-08,AMAZON EU,10085150,Stationery,40.88
2016-06-08,CIPD MEMBERSHIP RENEWA,10085721,Memberships of Organisation,153
2016-06-08,BURGOYNES OF LYONSHALL,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER,116.4
2016-06-08,NORWICH CITY CNCL,10085150,Other Travel,3.5
2016-06-08,ANTON INDUSTRIAL SERVI,10085350,MEAT INSPECTION EQUIPMENT / CONSUMABLES,297.6
2016-06-08,CIPD INTEGRA,10085520,Membership,1590
2016-06-08,ANNESLEY HOUSE HOTEL,10085150,Subsistence,21
2016-06-08,HI NORWICH,10085150,Hospitality,6.75
2016-06-08,WWW.CATALOGUE.WLPVP.CO,10085451,Stationery,26.68
2016-06-08,TRIUMPH FURNITURE LTD,10085721,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,475.2
2016-06-08,APCOA - NWR LEEDS,10085510,Other Travel,18
2016-06-07,MERCURE MANCHESTER,10085721,Subsistence,18.75
2016-06-07,COSTA COFFEE,10085410,Subsistence,11.85
2016-06-07,THE UNIVERSITY OF LIVE,10085550,Training & Development,25
2016-06-06,MERCURE MANCHESTER,10085250,Actual Bed and breakfast costs,172.5
2016-06-07,AMAZON UK MARKETPLACE,10085541,ICT Costs,3.99
2016-06-07,APCOA - OFF STREET,10085110,OTHER TRAVEL: car parking,4.1
2016-06-07,NOCHEX. OMEGA HEALTHCA,10085350,PROTECTIVE CLOTHING,39
2016-06-07,AMAZON UK MARKETPLACE,10085541,ICT Costs,27.93
2016-06-07,TESCO PFS 5654,10085150,Other Travel,57.72
2016-06-07,"AMAZON SVCS EUROPE,SAR",10085350,MEAT INSPECTION EQUIPMENT / CONSUMABLES,1.47
2016-06-06,AMAZON UK MARKETPLACE,10085541,ICT Costs,27.93
2016-06-06,AMAZON UK MARKETPLACE,10085541,ICT Costs,27.93
2016-06-06,AMAZON UK MARKETPLACE,10085721,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - STATIONERY,11.82
2016-06-06,APCOA PARKING (UK) LTD,10085530,Other Travel,18
2016-06-06,WWW.AUTOWINDSCREEN,10085350,VEHICLE MAINTENANCE,59.44
2016-06-06,APCOA PARKING (UK) LTD,10085452,Other Travel,18.2
2016-06-06,APCOA - OFF STREET,10085110,OTHER TRAVEL: car parking,4.2
2016-06-06,THORNTONS,10085250,Hospitality,51.05
2016-06-06,ARROW PRIVATE HIRE MAN,10085820,Travel,116.58
2016-06-07,AMAZON UK MARKETPLACE,10085370,ICT Costs,38.8
2016-06-06,WM MORRISONS STORE,10085250,Hospitality,32.49
2016-06-06,POLYBAGS LTD,10085350,SAMPLE COLLECTION EQUIP / CONSUMABLES,137.38
2016-06-03,INDEPENDENT NEWS & MED,10085820,Programme Expenditure,979.2
2016-06-04,BELFAST INTERNATIONAL,10085820,Travel,24.49
2016-06-03,DOD`S PARLIAMENTARY CO,10085370,CATERING & HOSPITALITY,318.6
2016-06-03,RHUBARB,10085210,Subsistence,14.7
2016-06-05,FIRST/KEOLIS TRANS,10085820,Travel,7.1
2016-06-03,BOULEVARD CAFE,10085820,Hospitality,44
2016-06-05,MERCURE MANCHESTER,10085250,Actual Bed and breakfast costs,178.59
2016-06-03,R U A S,10085820,Programme Expenditure,154
2016-06-03,OYSTER AUTOTOPUP,10085370,Other Travel,20
2016-06-03,OYSTER AUTOTOPUP,10085530,Other Travel,20
2016-06-04,OYSTER AUTOTOPUP,10085370,Other Travel,20
2016-06-03,NS SCHIPHOL,10085210,Other Travel,8.17
2016-06-04,OYSTER AUTOTOPUP,10085370,Other Travel,20
2016-06-02,LUL TICKET MACHINE,10085820,Travel,50
2016-06-01,MALABAR JUNCTION,10085350,Subsistence,100
2016-06-02,WWW.REEDLEARNING.C,10085721,Training & Development,2835.6
2016-06-01,PRZCHARGE.PREZI.COM,10085250,COMPUTER SOFTWARE,101
2016-06-02,AMAZON UK MARKETPLACE,10085541,ICT Costs,14.87
2016-06-02,CIPD INTEGRA,10085452,EMBERSHIP OF ORGANISATIONS,148
2016-06-02,BOULEVARD CAFE,10085820,Hospitality,18
2016-06-01,HOLIDAY INNS,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,316.7
2016-06-01,OYSTER RENEW WEB,10085460,Other Travel,10
2016-06-01,NCP LIMITED,10085721,Other Travel,21
2016-06-01,AMAZON UK MARKETPLACE,10085541,ICT Costs,290.9
2016-06-01,DISCLOSURE SCOT,10085580,RECRUITMENT ADVERTISING,25
2016-06-01,THE POST OFFICE,10085150,Postage,3.95
2016-06-01,OYSTER RENEW WEB,10085460,Other Travel,50
2016-06-01,PAYPAL  CAMPDENBRIC,10085820,Training,-474
2016-06-01,OCEAN SCIENTIFIC INTL,10085820,Programme Expenditure,138
2016-06-01,WWW.HANNAINST.CO.UK,10085820,Programme Expenditure,220.2
2016-06-01,SAINSBURYS OPT1274,10085721,Vehicle hire,31.2
2016-06-01,TESCO STORES 4386,10085721,Hospitality,12.21
2016-06-01,THE PEN AND PAPER STAT,10085721,Stationery,8.25
2016-05-31,AZO PRINT LTD,10085250,PRINTING,22.5
2016-05-31,AMAZON UK MARKETPLACE,10085820,Other accommodation cost,4.17
