TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2018-06-04,WWW.PMGLTD.CO.UK,10085545,Staff training: Region & HQ Admin,876
2018-06-04,WWW.PMGLTD.CO.UK,10085545,Staff training: Region & HQ Admin,912
2018-06-08,TAMESIDE METROPOLITAN,10085340,Other services,1050
2018-06-19,RIU PLAZA GRESHAM DUBL,10085450,Actual Bed and breakfast costs,1213.33
2018-06-19,THE FARMERS CLUB,10085210,Subsistence Lodging allowance,543.91
2018-06-05,FLYWIRE/GBP,10085520,Staff training: Region & HQ Admin,1500
2018-06-05,FLYWIRE/GBP,10085520,Staff training: Region & HQ Admin,1500
2018-06-08,MYCSP LTD,10085520,Staff training: Region & HQ Admin,795
2018-06-15,WWW.WESTMINSTER-BRIEFI,10085520,Staff training: Region & HQ Admin,2124
2018-06-19,CIPD INTEGRA,10085520,Staff training: Region & HQ Admin,1695
2018-06-04,HOLIDAY INNS,10085820,Conference & meeting facilities,643.45
2018-06-14,PAYPAL  HEALTHMATTE,10085820,Welfare services: Business Health,1237.5
2018-06-18,BMF BUSIN.SERV.LTD-CON,10085820,Staff training: Region & HQ Admin,840
2018-06-29,BELFAST TELEGRAPH,10085820,Project Programme Expenditure,1200
2018-06-15,ENERGIA,10085820,Other Accommodation Costs,541.51
2018-06-12,FMG SUPPORT (HO) LTD,10085350,PUS cars servicing and repairs,782.47
2018-06-15,CHEESE CONFERENCE,10085370,Conference & meeting facilities,570
2018-06-18,WWW.PUBLICPOLICYEXCHAN,10085370,Conference & meeting facilities,662.4
2018-06-19,PAYPAL  JIMOLDROYD,10085460,Hospitality,1010
2018-06-05,BURGOYNES OF LYONSHALL,10085721,Project Programme Expenditure,1113.6
2018-06-25,DRI QLIKTECH  INC,10085510,IT Software Licences,673.45
2018-06-12,WWW.ICO.GOV.UK,10085544,Subscriptions to pro bodies,2900
2018-06-26,AMAZON UK MARKETPLACE,10085541,Computer Consumables,626.47
2018-06-01,SURESKILLS LTD,10085820,Staff training: Region & HQ Admin,888
